index,title,Artist,work,image_Link,location,date,time
14,JACK Quartet | Soloists of the Lucerne Festival Contemporary Orchestra (LFCO),,,https://d114xt1mltdkik.cloudfront.net/media/thumbnails/filer_public/da/c2/dac2169a-3c40-479d-8f66-b534479c4335/jackquartet2_c_beowulf_sheehan.jpg__210x136_q85_autocrop_crop-smart_cropper-event_list-_subsampling-2.jpg,"Hochschule Luzern - Music, Salquin Hall							",20. Aug,Saturday 11.00
15,Cecilia Bartoli | Les Musiciens du Prince - Monaco | Gianluca Capuano,,,https://d114xt1mltdkik.cloudfront.net/media/thumbnails/filer_public/7f/df/7fdffc5f-026f-4bd2-b7eb-3c1a32eefb00/bartoli_c_uli_weber_decca_3.jpg__210x136_q85_autocrop_crop-smart_cropper-event_list-_subsampling-2.jpg,"KKL Luzern, Concert Hall							",20. Aug,Saturday 18.30
16,Lucerne Festival Contemporary Orchestra (LFCO) | Elena Schwarz | Timothy McAllister | Kirill Gerstein,Adès | Sorey                                                                							,,https://d114xt1mltdkik.cloudfront.net/media/thumbnails/filer_public/7f/9d/7f9dfd2e-5446-4843-b405-c44b8747f936/schwarzelena_c_axelsaxe.jpg__210x136_q85_autocrop_crop-smart_cropper-event_list-_subsampling-2.jpg,"KKL Luzern, Lucerne Hall							",20. Aug,Saturday 22.00
17,MythenEnsembleOrchestral | Graziella Contratto,Mahler                                                                							,,https://d114xt1mltdkik.cloudfront.net/media/thumbnails/filer_public/e0/c3/e0c3585c-7d7a-40c1-b8b1-d02a6eb1d832/contrattograziella.jpg__210x136_q85_autocrop_crop-smart_cropper-event_list-_subsampling-2.jpg,"KKL Luzern, Concert Hall							",21. Aug,Sunday 11.00
18,Thomas Adès | Kirill Gerstein,Debussy | Stravinsky  | Adès | Ravel                                                                							,,https://d114xt1mltdkik.cloudfront.net/media/thumbnails/filer_public/70/7a/707a5f8b-7d20-47be-93f1-f1088a277dfa/thomas_adeskirill_gerstein020_c_marcoborggreve.jpg__210x136_q85_autocrop_crop-smart_cropper-event_list-_subsampling-2.jpg,"KKL Luzern, Lucerne Hall							",21. Aug,Sunday 17.00
19,Mariinsky Orchestra | Valery Gergiev,Ljadow | Mussorgsky | Borodin | Stravinsky                                                                 							,,https://d114xt1mltdkik.cloudfront.net/media/thumbnails/filer_public/9d/7f/9d7fa56b-54df-444c-abdd-2cc26d5dd3f1/190831_19333_sk13_mariinsky_gergiev_cpketterer_lucernefestival_05.jpg__210x136_q85_autocrop_crop-smart_cropper-event_list-_subsampling-2.jpg,"KKL Luzern, Concert Hall							",21. Aug,Sunday 19.30
20,Mariinsky Orchestra | Valery Gergiev | Daniil Trifonov,Tchaikovsky                                                                							,,https://d114xt1mltdkik.cloudfront.net/media/thumbnails/filer_public/da/0b/da0b7c1d-00e8-4340-a6b8-6eed51e3c482/trifonov_2021-06_4147_c_darioacostadg.jpg__210x136_q85_autocrop_crop-smart_cropper-event_list-_subsampling-2.jpg,"KKL Luzern, Concert Hall							",22. Aug,Monday 19.30
21,Randall Goosby | Anna Han,Dvořák  | Still | Grieg                                                                							,,https://d114xt1mltdkik.cloudfront.net/media/thumbnails/filer_public/67/19/67193e87-717d-4116-bcde-d35358d5cdef/randall_goosby_6_credit_kaupo_kikkas.jpg__210x136_q85_autocrop_crop-smart_cropper-event_list-_subsampling-2.jpg,,23. Aug,Tuesday 12.15
22,Budapest Festival Orchestra | Iván Fischer | soloists,Wagner                                	,Dr. Dolf und Maria Stockhausen - Concert Sponsor,https://d114xt1mltdkik.cloudfront.net/media/thumbnails/filer_public/ec/3e/ec3ea262-9dcf-4271-b905-d01fa2985f4c/210912_budapestfo_fischer_c_priskaketterer_lucerne_festival_01.jpg__210x136_q85_autocrop_crop-smart_cropper-event_list-_subsampling-2.jpg,"KKL Luzern, Concert Hall							",23. Aug,Tuesday 19.30
23,Sol Gabetta | Kristian Bezuidenhout,,,https://d114xt1mltdkik.cloudfront.net/media/thumbnails/filer_public/43/97/43979806-97af-4fc9-ac57-ad94487eb117/gabettasol_c_juliaweseley.jpg__210x136_q85_autocrop_crop-smart_cropper-event_list-_subsampling-2.jpg,"KKL Luzern, Concert Hall							",24. Aug,Wednesday 19.30
24,Mishka Rushdie Momen,Beethoven | Schumann | Iyer | Muhly et al.                                                                							,,https://d114xt1mltdkik.cloudfront.net/media/thumbnails/filer_public/26/58/2658d6bf-c4d7-4dac-bbc8-29ac528a707d/098_colour_hi-res_-_mishka_rushdie_momen_april_2019.jpg__210x136_q85_autocrop_crop-smart_cropper-event_list-_subsampling-2.jpg,,25. Aug,Thursday 12.15
25,NDR Elbphilharmonie Orchester | NDR Vokalensemble and guests | Alan Gilbert | Louisa Miller | soloists,“Porgy and Bess”                                	,Dr. Christoph M. Müller und Sibylla M. Müller - Concert Sponsor,https://d114xt1mltdkik.cloudfront.net/media/thumbnails/filer_public/38/8c/388cca72-6def-4e26-b95f-0632953af488/gilbert_alan_c_peter_hundert_7.jpg__210x136_q85_autocrop_crop-smart_cropper-event_list-_subsampling-2.jpg,"KKL Luzern, Concert Hall							",25. Aug,Thursday 18.30
26,Lucerne Symphony Orchestra | Michael Sanderling | Joyce El-Khoury,Boulanger | Strauss | Tchaikovsky                                	,Artemis Group / Franke Group - Concert Sponsor,https://d114xt1mltdkik.cloudfront.net/media/thumbnails/filer_public/d8/57/d85726ce-0083-405b-9c5a-1a03967bbd2f/el_kouhry__fay_fox.jpg__210x136_q85_autocrop_crop-smart_cropper-event_list-_subsampling-2.jpg,"KKL Luzern, Concert Hall							",26. Aug,Friday 19.30
27,ensemble recherche,Streich | Lachenmann | Rihm | Ammann                                                                							,,https://d114xt1mltdkik.cloudfront.net/media/thumbnails/filer_public/fb/3b/fb3b4f3a-f3ee-4526-b8f4-80b3f406f1b6/ensemble_recherche_fotograf_marc_doradzillo.jpg__210x136_q85_autocrop_crop-smart_cropper-event_list-_subsampling-2.jpg,"Hochschule Luzern - Music, Salquin Hall							",27. Aug,Saturday 11.00
28,Víkingur Ólafsson,Mozart | Haydn | C.P.E. Bach et al.                                                                							,,https://d114xt1mltdkik.cloudfront.net/media/thumbnails/filer_public/d1/ff/d1ff182c-44cf-45a1-bbde-6f2b15b49078/2_cari_magg.jpg__210x136_q85_autocrop_crop-smart_cropper-event_list-_subsampling-2.jpg,"KKL Luzern, Concert Hall							",27. Aug,Saturday 16.00
29,Lucerne Festival Contemporary Orchestra (LFCO) | Thomas Adès | Anne-Sophie Mutter,Nørgård | Lutosławski | Stravinsky  | Adès                                	,Roche - Main Sponsor and Partner Lucerne Festival Academy,https://d114xt1mltdkik.cloudfront.net/media/thumbnails/filer_public/54/13/54134b49-21f2-45e7-a1f2-4854de664c7a/mutter_c_thejapanartassociationthesankeishimbun2019.jpg__210x136_q85_autocrop_crop-smart_cropper-event_list-_subsampling-2.jpg,"KKL Luzern, Concert Hall							",27. Aug,Saturday 19.30
30,Mahler Chamber Orchestra | Isabelle Faust | Antoine Tamestit | Matthew Truscott,"Bologne, Chevalier de Saint-Georges | Mozart                                                                							",,https://d114xt1mltdkik.cloudfront.net/media/thumbnails/filer_public/9b/17/9b176090-ac66-40f4-a10d-b6db2e2ca907/faust_isabelle-felix-broede_11-kopie-e1585668328569.jpg__210x136_q85_autocrop_crop-smart_cropper-event_list-_subsampling-2.jpg,"KKL Luzern, Concert Hall							",28. Aug,Sunday 11.00
31,Lucerne Festival Contemporary Orchestra (LFCO) | Tyshawn Sorey,Sorey                                                                							,,https://d114xt1mltdkik.cloudfront.net/media/thumbnails/filer_public/4e/5f/4e5ffce8-8ac7-49f0-aa4d-40c6f444efe5/soreytyshawn_c_tyshawnsoreycom.jpg__210x136_q85_autocrop_crop-smart_cropper-event_list-_subsampling-2.jpg,"KKL Luzern, Lucerne Hall							",28. Aug,Sunday 15.00
32,Orchestra dell'Accademia Nazionale di Santa Cecilia | Antonio Pappano | Elīna Garanča,Rossini   | Ravel | Rimski-Korsakov                                	,   - With friendly support of Berthold Herrmann and Dr. Mariann Grawe-Gerber,https://d114xt1mltdkik.cloudfront.net/media/thumbnails/filer_public/76/73/7673cee5-3366-4e4f-9bcc-9adf8e1ac72d/garanca-c-dg.jpg__210x136_q85_autocrop_crop-smart_cropper-event_list-_subsampling-2.jpg,"KKL Luzern, Concert Hall							",28. Aug,Sunday 18.30
33,Royal Concertgebouworkest | Collegium Vocale Gent | Philippe Herreweghe,Haydn                                	,The Adecco Group - Main Sponsor,https://d114xt1mltdkik.cloudfront.net/media/thumbnails/filer_public/e9/f4/e9f4d6a8-d01d-4a86-8811-d458c4ce8503/herreweghe-2-by-michiel-hendryckx-2013-1.jpg__210x136_q85_autocrop_crop-smart_cropper-event_list-_subsampling-2.jpg,"KKL Luzern, Concert Hall							",29. Aug,Monday 19.30
34,Aaron Akugbo | Zeynep Özsuca,Beamish | Telemann | Guidry | Price et al.                                                                							,,https://d114xt1mltdkik.cloudfront.net/media/thumbnails/filer_public/e0/88/e088bc31-d6c9-4144-817e-94b231bfdeb9/h25c2171jpg.jpg__210x136_q85_autocrop_crop-smart_cropper-event_list-_subsampling-2.jpg,,30. Aug,Tuesday 12.15
35,Helsinki Philharmonic Orchestra | Susanna Mälkki | Andreas Haefliger,Saariaho | Ammann | Nørgård | Sibelius                                	,"Ernst von Siemens Musikstiftung - Partner ""räsonanz"" – Donor Concert",https://d114xt1mltdkik.cloudfront.net/media/thumbnails/filer_public/72/05/72053339-4677-40e7-a6e8-7f71a6a4e10e/malkki_susanna_c_jiyang_chen_dsc_9532_0.jpg__210x136_q85_autocrop_crop-smart_cropper-event_list-_subsampling-2.jpg,"KKL Luzern, Concert Hall							",30. Aug,Tuesday 19.30
36,Berlin Philharmonic | Kirill Petrenko,Mahler                                	,Zurich Insurance Company Ltd - Main Sponsor,https://d114xt1mltdkik.cloudfront.net/media/thumbnails/filer_public/68/0d/680dd9ef-da48-430e-819f-a21d5a8610f9/583-190828_19327_sk10_tutti_applaus_cpketterer_lucernefestival_01.jpg__210x136_q85_autocrop_crop-smart_cropper-event_list-_subsampling-2.jpg,"KKL Luzern, Concert Hall							",31. Aug,Wednesday 19.30
37,Samuel Nebyu | Charles Abramovic,Bologne | Coleridge-Taylor | Roumain | Davis et al.                                                                							,,https://d114xt1mltdkik.cloudfront.net/media/thumbnails/filer_public/19/50/19505ffd-fe3b-4b6c-ae4a-c96635d9a17b/nebyu_sam_2_c_michael_shingo_crawford.jpg__210x136_q85_autocrop_crop-smart_cropper-event_list-_subsampling-2.jpg,,01. Sep,Thursday 12.15
38,Berlin Philharmonic | Kirill Petrenko | Tabea Zimmermann,Schnittke | Shostakovich                                	,Dr. Christoph M. Müller und Sibylla M. Müller - Concert Sponsor,https://d114xt1mltdkik.cloudfront.net/media/thumbnails/filer_public/ea/00/ea0080ed-ca20-4d61-bb9b-b80e5d8f0008/zimmermanntabea_cr-marco-borggreve.jpg__210x136_q85_autocrop_crop-smart_cropper-event_list-_subsampling-2.jpg,"KKL Luzern, Concert Hall							",01. Sep,Thursday 19.30
39,Juan Diego Flórez | Sinfonía por el Perú Youth Orchestra | Roberto González-Monjas,Rossini | Donizetti | Verdi et al.                                	,Nestlé S.A. - Concert Sponsor,https://d114xt1mltdkik.cloudfront.net/media/thumbnails/filer_public/b7/7b/b77bc4fe-2904-4eb0-a211-6323c014d849/210905_rezital_florez_scalera_c_manuelajans_lucerne_festival19x.jpg__210x136_q85_autocrop_crop-smart_cropper-event_list-_subsampling-2.jpg,"KKL Luzern, Concert Hall							",02. Sep,Friday 19.30
40,Lucerne Festival Contemporary Orchestra (LFCO) | Sylvain Cambreling,Rihm | Ammann                                                                							,,https://d114xt1mltdkik.cloudfront.net/media/thumbnails/filer_public/34/c5/34c5ea19-8b23-4fc8-a8a4-207a6e81421a/cambrelingsylvain-000_c_marcoborggreve.jpg__210x136_q85_autocrop_crop-smart_cropper-event_list-_subsampling-2.jpg,"KKL Luzern, Concert Hall							",03. Sep,Saturday 11.00
41,Ensemble of the International Ensemble Modern Academy (IEMA) | Participants in the masterclass,,   - With the friendly support of Aventis Foundation,https://d114xt1mltdkik.cloudfront.net/media/thumbnails/filer_public/48/bb/48bbc39f-112f-47d1-aeb3-c294d496bdea/210818_composerseminar_rihm_ammann_c_peterfischli_lucerne_festival_06.jpg__210x136_q85_autocrop_crop-smart_cropper-event_list-_subsampling-2.jpg,"KKL Luzern, Lucerne Hall							",03. Sep,Saturday 14.30
42,London Symphony Orchestra  | Sir Simon Rattle,Sibelius | Bruckner                                                                							,,https://d114xt1mltdkik.cloudfront.net/media/thumbnails/filer_public/47/6e/476e9b7a-8254-488c-9d1c-ae70845bae4b/210908_lso_rattle_c_priskaketterer_lucerne_festival_05.jpg__210x136_q85_autocrop_crop-smart_cropper-event_list-_subsampling-2.jpg,"KKL Luzern, Concert Hall							",03. Sep,Saturday 18.30
43,London Symphony Orchestra  | Sir Simon Rattle,Berlioz | Kidane | Sibelius | Ravel                                                                							,,https://d114xt1mltdkik.cloudfront.net/media/thumbnails/filer_public/a7/84/a7842ac3-22b3-4747-9e20-bff8a53d46d8/190910_19351_sk23_rattle_lso_cpketterer_lucernefestival_48.jpg__210x136_q85_autocrop_crop-smart_cropper-event_list-_subsampling-2.jpg,"KKL Luzern, Concert Hall							",04. Sep,Sunday 11.00
44,Quatuor Diotima | Mark Simpson,Adès | Schubert                                                                							,,https://d114xt1mltdkik.cloudfront.net/media/thumbnails/filer_public/59/19/5919df7d-bb1a-4813-b554-92ac1c875ce5/diotima1_lyodoh_kaneko.jpg__210x136_q85_autocrop_crop-smart_cropper-event_list-_subsampling-2.jpg,"Hochschule Luzern - Music, Salquin Hall							",04. Sep,Sunday 16.00
45,Philadelphia Orchestra | Yannick Nézet-Séguin | Angel Blue,Rachmaninoff | Coleman | Price                                                                							,,https://d114xt1mltdkik.cloudfront.net/media/thumbnails/filer_public/97/3e/973ed08a-e1e2-410d-84cc-feca04052634/nezet_seguin_photo-_jan_regan.jpg__210x136_q85_autocrop_crop-smart_cropper-event_list-_subsampling-2.jpg,"KKL Luzern, Concert Hall							",04. Sep,Sunday 18.30
46,Philadelphia Orchestra | Yannick Nézet-Séguin | Lisa Batiashvili ,Szymanowski | Chausson | Dvořák                                                                 							,,https://d114xt1mltdkik.cloudfront.net/media/thumbnails/filer_public/5a/60/5a600297-79b1-4d8b-8642-4e0bf2cb96c5/lisa-batiashvili-photo-chris-singer-14-1600x1199.jpg__210x136_q85_autocrop_crop-smart_cropper-event_list-_subsampling-2.jpg,"KKL Luzern, Concert Hall							",05. Sep,Monday 19.30
47,Abel Selaocoe | Fred Thomas,“Hae Ke Kae – Where Home Is”                                                                							,,https://d114xt1mltdkik.cloudfront.net/media/thumbnails/filer_public/72/ec/72ecc12c-f02e-4123-a747-ecd0fe188f19/selaocoe_abel2_c_mlungisi_mlungwana.jpg__210x136_q85_autocrop_crop-smart_cropper-event_list-_subsampling-2.jpg,,06. Sep,Tuesday 12.15
48,Vienna Philharmonic | Esa-Pekka Salonen | Yuja Wang,Messiaen                                	,Credit Suisse - Main Sponsor,https://d114xt1mltdkik.cloudfront.net/media/thumbnails/filer_public/a5/83/a583b9e7-f931-4edd-9cd0-e012f8c63015/yujawang-7466-juliawesely.jpg__210x136_q85_autocrop_crop-smart_cropper-event_list-_subsampling-2.jpg,"KKL Luzern, Concert Hall							",06. Sep,Tuesday 19.30
49,Vienna Philharmonic | Esa-Pekka Salonen | Valentine Michaud,Ravel | Hillborg | Sibelius                                	,Credit Suisse - Main Sponsor,https://d114xt1mltdkik.cloudfront.net/media/thumbnails/filer_public/98/b9/98b9e74f-e76d-4819-b717-e5e90de1cde6/salonen_c_annick_ramp.jpg__210x136_q85_autocrop_crop-smart_cropper-event_list-_subsampling-2.jpg,"KKL Luzern, Concert Hall							",07. Sep,Wednesday 19.30
50,Viano String Quartet,Beethoven | Shaw | Price | Dvořák                                                                 							,,https://d114xt1mltdkik.cloudfront.net/media/thumbnails/filer_public/90/01/90015756-7b7d-4257-958d-94263b35ee3b/vianostringquartet3_c_vianostringquartetcom.jpg__210x136_q85_autocrop_crop-smart_cropper-event_list-_subsampling-2.jpg,,08. Sep,Thursday 12.15
51,The Cleveland Orchestra | Franz Welser-Möst,Rihm | Bruckner                                                                							,,https://d114xt1mltdkik.cloudfront.net/media/thumbnails/filer_public/37/c7/37c7d590-451c-4bfa-b7fd-59b0a6ae1269/clo091919_683_c_roger_mastroianni_2019_.jpg__210x136_q85_autocrop_crop-smart_cropper-event_list-_subsampling-2.jpg,"KKL Luzern, Concert Hall							",08. Sep,Thursday 19.30
52,The Cleveland Orchestra | Franz Welser-Möst,Strauss | Schubert                                                                							,,https://d114xt1mltdkik.cloudfront.net/media/thumbnails/filer_public/94/0d/940df7bc-fbea-44d7-be98-ab6177cb4a92/franzwelser-moestjuliawesely-.jpg__210x136_q85_autocrop_crop-smart_cropper-event_list-_subsampling-2.jpg,"KKL Luzern, Concert Hall							",09. Sep,Friday 19.30
53,Bamberger Symphoniker | Jakub Hrůša | Angel Blue,Wagner | Mahler                                                                							,,https://d114xt1mltdkik.cloudfront.net/media/thumbnails/filer_public/83/f9/83f9ed21-3855-4ed9-bf08-62d577760389/bamberger_symphoniker_c_andreas_herzau.jpg__210x136_q85_autocrop_crop-smart_cropper-event_list-_subsampling-2.jpg,"KKL Luzern, Concert Hall							",10. Sep,Saturday 18.30
54,Chineke! Orchestra | Kevin John Edusei | Sheku Kanneh-Mason,Nabors | Shostakovich | Dawson                                	,,https://d114xt1mltdkik.cloudfront.net/media/thumbnails/filer_public/57/58/57581ece-31fe-4a57-9615-b6e0d88d76dc/sheku_kanneh-mason_6_credit_jake_turney_300dpi.jpg__210x136_q85_autocrop_crop-smart_cropper-event_list-_subsampling-2.jpg,"KKL Luzern, Concert Hall							",11. Sep,Sunday 17.00
